max_prob,dil_thr_km,min_rng_km,rel_velo_kms,sat1_days_epoch,sat2_days_epoch,sat1_name,sat2_name,ID,tca_time,start_time,stop_time,extract_date,sat1_norad,sat2_norad,tca_rounded
1.001e-05,0.17600000000000002,0.589,9.943,2.8080000000000003,2.943,STARLINK-2270,STARLINK-2188,48000-48563,2022-05-12 17:23:04.361,2022 May 12 17:23:03.861,2022 May 12 17:23:04.860,2022-05-11 03:57:58,48000,48563,2022-05-12 17:25:00
2.053e-05,0.129,0.39299999999999996,11.215,5.646,5.526,STARLINK-1420,STARLINK-2265,45695-48002,2022-05-22 18:37:46.753,2022 May 22 18:37:46.309,2022 May 22 18:37:47.198,2022-05-18 12:19:33,45695,48002,2022-05-22 18:40:00
2.264e-05,0.111,0.413,7.787000000000001,5.627999999999999,5.132000000000001,STARLINK-1010,STARLINK-2294,44716-48020,2022-05-23 09:10:01.842,2022 May 23 09:10:01.202,2022 May 23 09:10:02.482,2022-05-19 11:42:51,44716,48020,2022-05-23 09:10:00
3.54e-05,0.102,0.287,12.09,5.774,5.46,STARLINK-1337,STARLINK-2294,45582-48020,2022-05-21 17:02:02.870,2022 May 21 17:02:02.457,2022 May 21 17:02:03.282,2022-05-17 00:28:33,45582,48020,2022-05-21 17:00:00
3.786e-05,0.096,0.287,11.407,4.385,4.189,STARLINK-1244,STARLINK-2294,45196-48020,2022-05-21 18:31:48.678,2022 May 21 18:31:48.240,2022 May 21 18:31:49.116,2022-05-18 20:47:37,45196,48020,2022-05-21 18:30:00
9.335e-05,0.062,0.179,11.85,6.439,5.461,STARLINK-2084,STARLINK-2294,47368-48020,2022-05-21 01:03:51.357,2022 May 21 01:03:50.935,2022 May 21 01:03:51.778,2022-05-16 12:12:38,47368,48020,2022-05-21 01:05:00
1.133e-05,0.16699999999999998,0.5479999999999999,10.222000000000001,2.873,3.4410000000000003,STARLINK-2294,STARLINK-2482,48020-48139,2022-05-21 02:57:33.351,2022 May 21 02:57:32.864,2022 May 21 02:57:33.837,2022-05-19 11:42:51,48020,48139,2022-05-21 03:00:00
2.71e-05,0.1,0.38299999999999995,6.962999999999999,5.814,6.78,STARLINK-2279,STARLINK-2298,47991-48022,2022-05-24 01:32:41.154,2022 May 24 01:32:40.438,2022 May 24 01:32:41.870,2022-05-19 04:50:57,47991,48022,2022-05-24 01:35:00
1.778e-05,0.124,0.473,6.962999999999999,2.5,2.799,STARLINK-2279,STARLINK-2298,47991-48022,2022-05-20 02:00:22.760,2022 May 20 02:00:22.045,2022 May 20 02:00:23.474,2022-05-18 20:47:37,47991,48022,2022-05-20 02:00:00
2.553e-05,0.107,0.379,8.934,7.01,6.837000000000001,STARLINK-1965,STARLINK-2264,47566-48028,2022-05-21 18:04:39.594,2022 May 21 18:04:39.036,2022 May 21 18:04:40.152,2022-05-16 00:45:56,47566,48028,2022-05-21 18:05:00
2.235e-05,0.115,0.405,8.934,5.351,5.172999999999999,STARLINK-1965,STARLINK-2264,47566-48028,2022-05-21 02:09:12.702,2022 May 21 02:09:12.144,2022 May 21 02:09:13.260,2022-05-17 00:28:33,47566,48028,2022-05-21 02:10:00
1.18e-05,0.151,0.585,6.507999999999999,4.226,4.507,STARLINK-1550,STARLINK-2264,46365-48028,2022-05-20 10:10:29.945,2022 May 20 10:10:29.182,2022 May 20 10:10:30.708,2022-05-17 00:28:33,46365,48028,2022-05-20 10:10:00
0.00016240000000000002,0.043,0.15,8.934,3.241,3.096,STARLINK-2048,STARLINK-2685,48092-48468,2022-05-22 23:12:13.735,2022 May 22 23:12:13.176,2022 May 22 23:12:14.295,2022-05-20 20:34:26,48092,48468,2022-05-22 23:10:00
0.0003164,0.027999999999999997,0.11599999999999999,4.143,5.289,5.292999999999999,STARLINK-2414,STARLINK-2248,48095-48591,2022-05-27 19:34:47.677,2022 May 27 19:34:46.470,2022 May 27 19:34:48.883,2022-05-31 01:26:20,48095,48591,2022-05-27 19:35:00
2.58e-05,0.10800000000000001,0.374,9.3,2.0,2.478,STARLINK-2411,STARLINK-2455,47826-48117,2022-04-29 16:14:40.801,2022 Apr 29 16:14:40.265,2022 Apr 29 16:14:41.337,2022-04-28 18:15:39,47826,48117,2022-04-29 16:15:00
1.619e-05,0.13699999999999998,0.46799999999999997,9.616,2.379,2.9619999999999997,STARLINK-1246,STARLINK-2455,45235-48117,2022-04-30 03:51:34.419,2022 Apr 30 03:51:33.901,2022 Apr 30 03:51:34.936,2022-04-28 18:15:39,45235,48117,2022-04-30 03:50:00
1.4099999999999999e-05,0.138,0.535,6.511,1.704,1.32,STARLINK-2455,STARLINK-2616,48117-48695,2022-04-28 21:41:04.591,2022 Apr 28 21:41:03.827,2022 Apr 28 21:41:05.355,2022-04-28 18:15:39,48117,48695,2022-04-28 21:40:00
5.532e-05,0.07,0.27,6.511,4.425,4.499,STARLINK-1464,STARLINK-2480,45751-48137,2022-05-14 09:39:37.297,2022 May 14 09:39:36.530,2022 May 14 09:39:38.064,2022-05-11 03:57:58,45751,48137,2022-05-14 09:40:00
2.207e-05,0.12,0.39299999999999996,10.222999999999999,5.497999999999999,5.2829999999999995,STARLINK-1403,STARLINK-2480,45701-48137,2022-05-13 03:07:03.078,2022 May 13 03:07:02.590,2022 May 13 03:07:03.566,2022-05-08 22:49:37,45701,48137,2022-05-13 03:05:00
1.091e-05,0.157,0.608,6.51,6.622000000000001,6.547999999999999,STARLINK-1654,STARLINK-2555,46326-48291,2022-05-29 01:38:19.469,2022 May 29 01:38:18.707,2022 May 29 01:38:20.232,2022-05-31 01:26:21,46326,48291,2022-05-29 01:40:00
1.053e-05,0.156,0.634,4.636,6.82,6.6160000000000005,STARLINK-1202,STARLINK-2519,45183-48305,2022-04-30 06:50:55.529,2022 Apr 30 06:50:54.459,2022 Apr 30 06:50:56.599,2022-04-24 20:20:52,45183,48305,2022-04-30 06:50:00
1.716e-05,0.156,0.39,13.009,2.137,2.142,LEMUR-2-DAYWZAGOODDAY,STARLINK-2519,46501-48305,2022-04-29 17:25:39.657,2022 Apr 29 17:25:39.274,2022 Apr 29 17:25:40.040,2022-04-29 10:26:46,46501,48305,2022-04-29 17:25:00
2.119e-05,0.11,0.447,4.645,5.791,5.587000000000001,STARLINK-1202,STARLINK-2519,45183-48305,2022-04-29 06:10:03.689,2022 Apr 29 06:10:02.617,2022 Apr 29 06:10:04.761,2022-04-24 20:20:52,45183,48305,2022-04-29 06:10:00
8.692e-05,0.076,0.158,13.982999999999999,3.75,3.3280000000000003,STARLINK-2636,COSMOS 1408 DEB,48357-51935,2022-05-21 01:09:02.427,2022 May 21 01:09:02.069,2022 May 21 01:09:02.784,2022-05-18 20:47:37,48357,51935,2022-05-21 01:10:00
2.124e-05,0.11800000000000001,0.41600000000000004,8.934,6.412999999999999,6.359,STARLINK-1327,STARLINK-2623,45555-48368,2022-05-25 23:34:21.912,2022 May 25 23:34:21.355,2022 May 25 23:34:22.470,2022-05-20 20:34:26,45555,48368,2022-05-25 23:35:00
2.0300000000000002e-05,0.125,0.41,10.222999999999999,4.105,3.951,STARLINK-1697,STARLINK-2581,46546-48412,2022-05-22 12:49:40.093,2022 May 22 12:49:39.606,2022 May 22 12:49:40.581,2022-05-19 11:42:51,46546,48412,2022-05-22 12:50:00
2.026e-05,0.132,0.38799999999999996,11.604000000000001,6.169,6.631,STARLINK-2581,COSMOS 1408 DEB,48412-50234,2022-05-20 02:02:53.017,2022 May 20 02:02:52.587,2022 May 20 02:02:53.446,2022-05-14 20:18:07,48412,50234,2022-05-20 02:05:00
1.352e-05,0.138,0.556,5.12,4.498,4.51,STARLINK-1542,STARLINK-2680,46073-48432,2022-05-20 02:13:54.194,2022 May 20 02:13:53.223,2022 May 20 02:13:55.164,2022-05-16 20:30:09,46073,48432,2022-05-20 02:15:00
1.018e-05,0.156,0.657,1.5819999999999999,6.551,6.806,STARLINK-2481,STARLINK-2692,48138-48434,2022-05-07 09:21:18.863,2022 May 07 09:21:15.730,2022 May 07 09:21:21.995,2022-05-01 17:23:54,48138,48434,2022-05-07 09:20:00
1.086e-05,0.154,0.624,4.645,6.322,6.117999999999999,STARLINK-1259,STARLINK-2652,45403-48451,2022-05-24 00:04:54.406,2022 May 24 00:04:53.338,2022 May 24 00:04:55.474,2022-05-19 11:42:51,45403,48451,2022-05-24 00:05:00
1.152e-05,0.166,0.544,10.238999999999999,6.792000000000001,6.577000000000001,STARLINK-1450,STARLINK-2703,45667-48452,2022-05-18 10:15:42.393,2022 May 18 10:15:41.907,2022 May 18 10:15:42.878,2022-05-13 12:17:11,45667,48452,2022-05-18 10:15:00
1.364e-05,0.135,0.565,2.622,7.216,6.55,STARLINK-2463,STARLINK-2703,48122-48452,2022-05-20 01:25:10.718,2022 May 20 01:25:08.823,2022 May 20 01:25:12.613,2022-05-14 12:12:36,48122,48452,2022-05-20 01:25:00
2.987e-05,0.095,0.365,6.962999999999999,2.0780000000000003,2.21,STARLINK-2312,STARLINK-2703,47980-48452,2022-05-13 23:52:03.610,2022 May 13 23:52:02.894,2022 May 13 23:52:04.327,2022-05-13 01:30:39,47980,48452,2022-05-13 23:50:00
1.271e-05,0.139,0.588,1.581,7.282,7.082000000000001,STARLINK-2698,STARLINK-2494,48458-48487,2022-05-22 02:31:19.920,2022 May 22 02:31:16.780,2022 May 22 02:31:23.060,2022-05-16 12:12:38,48458,48487,2022-05-22 02:30:00
8.002e-05,0.055,0.235,0.531,5.059,4.86,STARLINK-2497,STARLINK-2698,48455-48458,2022-05-22 01:42:22.431,2022 May 22 01:42:13.027,2022 May 22 01:42:31.835,2022-05-18 12:19:32,48455,48458,2022-05-22 01:40:00
1.439e-05,0.131,0.5539999999999999,0.53,5.092,4.893,STARLINK-2497,STARLINK-2698,48455-48458,2022-05-22 02:30:08.709,2022 May 22 02:29:59.334,2022 May 22 02:30:18.085,2022-05-18 12:19:33,48455,48458,2022-05-22 02:30:00
0.0003542,0.027000000000000003,0.11,4.144,3.8960000000000004,4.431,STARLINK-2150,STARLINK-2698,47739-48458,2022-05-21 23:22:38.875,2022 May 21 23:22:37.669,2022 May 21 23:22:40.082,2022-05-19 11:42:51,47739,48458,2022-05-21 23:25:00
1.323e-05,0.136,0.5760000000000001,1.585,7.05,6.385,STARLINK-2698,STARLINK-2494,48458-48487,2022-05-19 22:46:08.220,2022 May 19 22:46:05.086,2022 May 19 22:46:11.354,2022-05-14 12:12:36,48458,48487,2022-05-19 22:45:00
1.152e-05,0.166,0.544,10.222999999999999,4.503,5.15,STARLINK-2036,STARLINK-2698,47652-48458,2022-05-19 23:21:28.528,2022 May 19 23:21:28.042,2022 May 19 23:21:29.014,2022-05-16 12:12:38,47652,48458,2022-05-19 23:20:00
1.014e-05,0.156,0.66,0.53,6.85,6.784,STARLINK-2645,STARLINK-2579,48444-48459,2022-05-21 15:21:14.107,2022 May 21 15:21:04.759,2022 May 21 15:21:23.456,2022-05-16 12:12:39,48444,48459,2022-05-21 15:20:00
1.074e-05,0.172,0.563,10.222999999999999,4.835,4.553,STARLINK-1609,STARLINK-2579,47621-48459,2022-05-20 08:07:01.494,2022 May 20 08:07:01.008,2022 May 20 08:07:01.980,2022-05-16 20:30:09,47621,48459,2022-05-20 08:05:00
1.863e-05,0.126,0.444,8.933,5.218,5.43,STARLINK-2405,STARLINK-2579,47919-48459,2022-05-20 06:51:55.772,2022 May 20 06:51:55.215,2022 May 20 06:51:56.330,2022-05-16 00:45:56,47919,48459,2022-05-20 06:50:00
2.241e-05,0.11699999999999999,0.397,9.613999999999999,6.227,6.744,STARLINK-2547,STARLINK-2693,48286-48461,2022-05-22 15:53:31.519,2022 May 22 15:53:31.001,2022 May 22 15:53:32.038,2022-05-17 12:13:07,48286,48461,2022-05-22 15:55:00
1.24e-05,0.14400000000000002,0.584,4.645,5.985,5.791,STARLINK-2693,STARLINK-2255,48461-48597,2022-05-20 05:53:09.706,2022 May 20 05:53:08.636,2022 May 20 05:53:10.775,2022-05-15 12:14:00,48461,48597,2022-05-20 05:55:00
6.545e-05,0.064,0.248,6.5089999999999995,7.211,6.821000000000001,STARLINK-1174,STARLINK-2706,45075-48481,2022-05-07 21:46:04.386,2022 May 07 21:46:03.618,2022 May 07 21:46:05.153,2022-05-02 12:47:05,45075,48481,2022-05-07 21:45:00
1.399e-05,0.163,0.457,12.09,6.702000000000001,6.813,STARLINK-2407,STARLINK-2227,47822-48575,2022-05-24 09:30:36.020,2022 May 24 09:30:35.608,2022 May 24 09:30:36.432,2022-05-18 20:47:37,47822,48575,2022-05-24 09:30:00
2.501e-05,0.11900000000000001,0.35,11.575999999999999,5.313,4.819,STARLINK-1467,STARLINK-2227,45733-48575,2022-05-22 09:39:49.251,2022 May 22 09:39:48.820,2022 May 22 09:39:49.682,2022-05-18 12:19:33,45733,48575,2022-05-22 09:40:00
1.097e-05,0.159,0.598,7.39,7.053999999999999,6.814,STARLINK-2098,STARLINK-2235,47378-48581,2022-05-24 09:32:23.520,2022 May 24 09:32:22.848,2022 May 24 09:32:24.192,2022-05-18 12:19:33,47378,48581,2022-05-24 09:30:00
0.0003411,0.027000000000000003,0.111,4.646,6.582000000000001,6.832000000000001,STARLINK-2214,STARLINK-2235,48566-48581,2022-05-22 01:58:10.423,2022 May 22 01:58:09.347,2022 May 22 01:58:11.499,2022-05-16 12:12:38,48566,48581,2022-05-22 02:00:00
0.0001325,0.045,0.17300000000000001,6.962999999999999,4.997,4.852,STARLINK-2115,STARLINK-2236,47394-48582,2022-05-23 10:27:16.291,2022 May 23 10:27:15.573,2022 May 23 10:27:17.008,2022-05-19 11:42:51,47394,48582,2022-05-23 10:25:00
2.932e-05,0.1,0.354,8.935,4.953,4.166,STARLINK-2723,STARLINK-2236,48476-48582,2022-05-22 17:58:57.692,2022 May 22 17:58:57.134,2022 May 22 17:58:58.250,2022-05-19 11:42:51,48476,48582,2022-05-22 18:00:00
1.393e-05,0.14,0.535,6.962999999999999,2.932,3.1310000000000002,STARLINK-1277,STARLINK-2236,45369-48582,2022-05-22 17:08:08.537,2022 May 22 17:08:07.823,2022 May 22 17:08:09.251,2022-05-20 20:34:26,45369,48582,2022-05-22 17:10:00
1.696e-05,0.14800000000000002,0.41600000000000004,12.033,4.513999999999999,4.1419999999999995,STARLINK-2327,STARLINK-2236,47871-48582,2022-05-22 09:24:26.109,2022 May 22 09:24:25.695,2022 May 22 09:24:26.523,2022-05-19 04:50:57,47871,48582,2022-05-22 09:25:00
1.156e-05,0.166,0.5429999999999999,10.222000000000001,2.778,2.82,STARLINK-2568,STARLINK-2236,48406-48582,2022-05-22 09:40:40.889,2022 May 22 09:40:40.403,2022 May 22 09:40:41.375,2022-05-20 20:34:26,48406,48582,2022-05-22 09:40:00
2.431e-05,0.106,0.405,6.961,5.66,5.126,STARLINK-2121,STARLINK-2251,47399-48594,2022-05-07 09:02:03.561,2022 May 07 09:02:02.845,2022 May 07 09:02:04.277,2022-05-03 04:53:29,47399,48594,2022-05-07 09:00:00
1.502e-05,0.13,0.5329999999999999,4.144,4.1610000000000005,4.564,STARLINK-1737,STARLINK-2736,46586-48640,2022-05-24 00:11:14.588,2022 May 24 00:11:13.388,2022 May 24 00:11:15.788,2022-05-20 20:34:26,46586,48640,2022-05-24 00:10:00
1.523e-05,0.136,0.504,7.787000000000001,6.689,6.164,STARLINK-1909,STARLINK-2725,47550-48681,2022-05-26 01:55:59.126,2022 May 26 01:55:58.488,2022 May 26 01:55:59.765,2022-05-21 00:39:50,47550,48681,2022-05-26 01:55:00
0.00041210000000000004,0.025,0.102,4.143,2.303,2.839,STARLINK-1556,STARLINK-2741,46033-48684,2022-05-14 10:36:19.889,2022 May 14 10:36:18.682,2022 May 14 10:36:21.095,2022-05-13 12:17:11,46033,48684,2022-05-14 10:35:00
0.001721,0.013000000000000001,0.045,9.945,3.222,3.525,STARLINK-1972,STARLINK-2741,47627-48684,2022-05-13 03:19:09.707,2022 May 13 03:19:09.204,2022 May 13 03:19:10.210,2022-05-11 03:57:58,47627,48684,2022-05-13 03:20:00
1.653e-05,0.124,0.508,4.152,7.71,6.867999999999999,STARLINK-2667,STARLINK-2751,48663-48685,2022-04-30 18:50:26.132,2022 Apr 30 18:50:24.934,2022 Apr 30 18:50:27.330,2022-04-24 20:20:52,48663,48685,2022-04-30 18:50:00
2.985e-05,0.10099999999999999,0.344,9.615,4.952,5.186,STARLINK-2472,STARLINK-2751,48130-48685,2022-04-28 02:28:08.012,2022 Apr 28 02:28:07.494,2022 Apr 28 02:28:08.531,2022-04-24 12:19:28,48130,48685,2022-04-28 02:30:00
1.568e-05,0.136,0.488,8.584,4.92,5.156000000000001,STARLINK-1708,STARLINK-2751,46580-48685,2022-04-27 01:44:27.247,2022 Apr 27 01:44:26.667,2022 Apr 27 01:44:27.827,2022-04-23 12:15:40,46580,48685,2022-04-27 01:45:00
1.201e-05,0.155,0.5579999999999999,8.583,4.921,4.795,STARLINK-1262,STARLINK-2629,45366-48686,2022-05-24 17:04:14.389,2022 May 24 17:04:13.810,2022 May 24 17:04:14.968,2022-05-20 20:34:26,45366,48686,2022-05-24 17:05:00
1.27e-05,0.145,0.564,6.51,7.542999999999999,6.832999999999999,STARLINK-2222,STARLINK-2629,48572-48686,2022-05-23 09:58:52.678,2022 May 23 09:58:51.915,2022 May 23 09:58:53.441,2022-05-17 12:13:07,48572,48686,2022-05-23 10:00:00
1.111e-05,0.149,0.629,1.5830000000000002,6.916,6.858,STARLINK-2541,STARLINK-2629,48313-48686,2022-05-24 10:35:08.620,2022 May 24 10:35:05.486,2022 May 24 10:35:11.754,2022-05-18 20:47:38,48313,48686,2022-05-24 10:35:00
1.426e-05,0.13699999999999998,0.532,6.521,4.325,3.5239999999999996,STARLINK-1263,STARLINK-2617,45405-48689,2022-05-14 02:35:00.992,2022 May 14 02:35:00.230,2022 May 14 02:35:01.755,2022-05-11 11:58:20,45405,48689,2022-05-14 02:35:00
1.27e-05,0.141,0.579,4.15,2.668,2.521,STARLINK-2707,STARLINK-2617,48669-48689,2022-05-14 10:30:25.135,2022 May 14 10:30:23.938,2022 May 14 10:30:26.332,2022-05-13 01:30:39,48669,48689,2022-05-14 10:30:00
4.664e-05,0.08800000000000001,0.255,11.724,5.577999999999999,4.908,STARLINK-1062,STARLINK-2752,44767-48692,2022-05-22 11:47:35.903,2022 May 22 11:47:35.477,2022 May 22 11:47:36.329,2022-05-18 12:19:32,44767,48692,2022-05-22 11:50:00
1.698e-05,0.12300000000000001,0.496,5.13,4.56,4.893,STARLINK-2580,STARLINK-2752,48279-48692,2022-05-22 11:25:58.139,2022 May 22 11:25:57.169,2022 May 22 11:25:59.109,2022-05-18 20:47:37,48279,48692,2022-05-22 11:25:00
1.202e-05,0.145,0.596,4.15,2.867,2.565,STARLINK-1564,STARLINK-2752,46058-48692,2022-05-22 11:33:57.148,2022 May 22 11:33:55.952,2022 May 22 11:33:58.344,2022-05-21 00:39:51,46058,48692,2022-05-22 11:35:00
1.524e-05,0.14300000000000002,0.47700000000000004,9.943999999999999,3.6069999999999998,3.141,STARLINK-2278,STARLINK-2616,48026-48695,2022-05-13 01:22:45.658,2022 May 13 01:22:45.158,2022 May 13 01:22:46.159,2022-05-11 03:57:58,48026,48695,2022-05-13 01:25:00
0.00010959999999999998,0.052000000000000005,0.183,8.935,2.565,2.8569999999999998,STARLINK-2634,STARLINK-2616,48445-48695,2022-05-12 10:34:38.423,2022 May 12 10:34:37.864,2022 May 12 10:34:38.982,2022-05-10 20:40:26,48445,48695,2022-05-12 10:35:00
3.851e-05,0.091,0.297,10.222000000000001,6.4270000000000005,6.676,STARLINK-2015,STARLINK-2753,47638-48696,2022-04-30 00:14:10.251,2022 Apr 30 00:14:09.763,2022 Apr 30 00:14:10.739,2022-04-24 20:20:52,47638,48696,2022-04-30 00:15:00
2.353e-05,0.107,0.414,6.51,7.145,7.285,STARLINK-1687,STARLINK-2753,46541-48696,2022-04-28 08:42:47.461,2022 Apr 28 08:42:46.695,2022 Apr 28 08:42:48.226,2022-04-22 20:15:06,46541,48696,2022-04-28 08:45:00
1.753e-05,0.12,0.493,4.143,6.218,6.289,STARLINK-2116,STARLINK-2753,47724-48696,2022-04-27 08:47:24.817,2022 Apr 27 08:47:23.617,2022 Apr 27 08:47:26.018,2022-04-22 20:15:06,47724,48696,2022-04-27 08:45:00
1.805e-05,0.131,0.441,9.783999999999999,6.426,5.945,STARLINK-2030,STARLINK-3278,47647-50830,2022-05-06 20:40:48.880,2022 May 06 20:40:48.371,2022 May 06 20:40:49.389,2022-05-01 17:23:54,47647,50830,2022-05-06 20:40:00
1.356e-05,0.142,0.54,7.172999999999999,6.746,6.492999999999999,STARLINK-2408,STARLINK-3278,47823-50830,2022-05-06 09:49:39.802,2022 May 06 09:49:39.109,2022 May 06 09:49:40.495,2022-05-01 12:52:48,47823,50830,2022-05-06 09:50:00
0.00016219999999999999,0.043,0.14800000000000002,9.477,5.649,6.13,STARLINK-2362,STARLINK-3278,47902-50830,2022-05-06 01:07:38.046,2022 May 06 01:07:37.519,2022 May 06 01:07:38.574,2022-05-01 12:52:47,47902,50830,2022-05-06 01:10:00
