Unnamed: 0,NORAD_CAT_ID,OBJECT_NAME,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,TLE_LINE1,TLE_LINE2,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,alltitude
3198057,48481,STARLINK-2706,2022-07-18 23:58:46.828704,15.06400434,0.00014,53.0555,51.1151,71.8381,288.276,3.4199e-05,2.28e-06,0,1 48481U 21040BF  22199.99915311  .00000228  00000-0  34199-4 0  9995,2 48481  53.0555  51.1151 0001400  71.8381 288.2760 15.06400434 67202,6925.347,95.592,548.182,546.243,547.7918615045793
3196807,48481,STARLINK-2706,2022-07-18 20:47:42.103392,15.06401512,0.0001457,53.0554,51.7109,70.7944,289.3203,5.108e-05,4.79e-06,0,1 48481U 21040BF  22199.86645953  .00000479  00000-0  51080-4 0  9999,2 48481  53.0554  51.7109 0001457  70.7944 289.3203 15.06401512 65902,6925.344,95.592,548.218,546.2,547.7532702493551
3192422,48481,STARLINK-2706,2022-07-18 08:03:22.959360,15.0640394,0.0001464,53.0552,54.0939,70.5509,289.5638,0.00012573,1.592e-05,0,1 48481U 21040BF  22199.33568240  .00001592  00000-0  12573-3 0  9994,2 48481  53.0552  54.0939 0001464  70.5509 289.5638 15.06403940 65822,6925.336,95.592,548.215,546.188,547.7466653913998
3192421,48481,STARLINK-2706,2022-07-18 08:03:22.959360,15.0640394,0.0001464,53.0552,54.0939,70.5509,289.5638,0.00012573,1.592e-05,0,1 48481U 21040BF  22199.33568240  .00001592  00000-0  12573-3 0  9994,2 48481  53.0552  54.0939 0001464  70.5509 289.5638 15.06403940 67105,6925.336,95.592,548.215,546.188,547.7466653913998
3189379,48481,STARLINK-2706,2022-07-17 20:54:36.319680,15.06411045,0.0001512,53.0547,56.179,66.9375,293.1773,0.00036838,5.211e-05,0,1 48481U 21040BF  22198.87125370  .00005211  00000-0  36838-3 0  9997,2 48481  53.0547  56.1790 0001512  66.9375 293.1773 15.06411045 65756,6925.315,95.591,548.227,546.133,547.6473574963787
3188175,48481,STARLINK-2706,2022-07-17 17:43:31.576224,15.0641229,0.0001509,53.0548,56.7743,69.8265,290.2887,0.00037198,5.265e-05,0,1 48481U 21040BF  22198.73855991  .00005265  00000-0  37198-3 0  9990,2 48481  53.0548  56.7743 0001509  69.8265 290.2887 15.06412290 67015,6925.311,95.591,548.221,546.131,547.6952648518202
3184476,48481,STARLINK-2706,2022-07-17 08:10:17.339808,15.064063,6.71e-05,53.0545,58.5616,59.7262,300.3793,8.2032e-05,9.41e-06,0,1 48481U 21040BF  22198.34047847  .00000941  00000-0  82032-4 0  9994,2 48481  53.0545  58.5616 0000671  59.7262 300.3793 15.06406300 65679,6925.329,95.592,547.659,546.73,547.8388219169227
3183017,48481,STARLINK-2706,2022-07-17 00:12:35.981856,15.06401322,0.0001486,53.0547,60.051,68.6462,291.4685,-1.5917e-05,-5.19e-06,0,1 48481U 21040BF  22198.00874979 -.00000519  00000-0 -15917-4 0  9992,2 48481  53.0547  60.0510 0001486  68.6462 291.4685 15.06401322 66904,6925.345,95.592,548.239,546.18,547.7176727118109
3181769,48481,STARLINK-2706,2022-07-16 21:01:30.992160,15.06414741,0.0001439,53.0545,60.6466,68.729,291.3852,0.00045324,6.479e-05,0,1 48481U 21040BF  22197.87605315  .00006479  00000-0  45324-3 0  9995,2 48481  53.0545  60.6466 0001439  68.7290 291.3852 15.06414741 65606,6925.303,95.591,548.165,546.172,547.6898319559041
3177108,48481,STARLINK-2706,2022-07-16 08:17:12.409728,15.06407703,0.0001478,53.055,63.0299,66.6883,293.4261,0.00047585,6.815e-05,0,1 48481U 21040BF  22197.34528252  .00006815  00000-0  47585-3 0  9996,2 48481  53.0550  63.0299 0001478  66.6883 293.4261 15.06407703 65529,6925.325,95.592,548.214,546.166,547.6634854470426
3174258,48481,STARLINK-2706,2022-07-15 21:08:26.629440,15.06399605,0.0001444,53.055,65.1148,68.1041,292.0102,0.00042189,6.008e-05,0,1 48481U 21040BF  22196.88085721  .00006008  00000-0  42189-3 0  9992,2 48481  53.0550  65.1148 0001444  68.1041 292.0102 15.06399605 65453,6925.35,95.592,548.215,546.215,547.7178094926527
3169781,48481,STARLINK-2706,2022-07-15 09:59:39.290208,15.06396333,0.0001673,53.0553,67.1999,68.0439,292.0728,-4.8515e-05,-1.004e-05,0,1 48481U 21040BF  22196.41642697 -.00001004  00000-0 -48515-4 0  9995,2 48481  53.0553  67.1999 0001673  68.0439 292.0728 15.06396333 65387,6925.36,95.592,548.383,546.066,547.6690729287781
3169780,48481,STARLINK-2706,2022-07-15 09:59:39.290208,15.06396333,0.0001673,53.0553,67.1999,68.0439,292.0728,-4.8515e-05,-1.004e-05,0,1 48481U 21040BF  22196.41642697 -.00001004  00000-0 -48515-4 0  9995,2 48481  53.0553  67.1999 0001673  68.0439 292.0728 15.06396333 66669,6925.36,95.592,548.383,546.066,547.6690729287781
3167756,48481,STARLINK-2706,2022-07-15 00:26:25.132416,15.06385237,0.0001501,53.0552,68.9869,65.6823,294.4322,-0.00023039,-3.71e-05,0,1 48481U 21040BF  22196.01834644 -.00003710  00000-0 -23039-3 0  9995,2 48481  53.0552  68.9869 0001501  65.6823 294.4322 15.06385237 66604,6925.394,95.593,548.298,546.219,547.7072334562703
3166134,48481,STARLINK-2706,2022-07-14 19:39:47.803392,15.06384774,0.0001453,53.0551,69.8809,67.7079,292.4064,-0.00026809,-4.271e-05,0,1 48481U 21040BF  22195.81930328 -.00004271  00000-0 -26809-3 0  9999,2 48481  53.0551  69.8809 0001453  67.7079 292.4064 15.06384774 65299,6925.395,95.593,548.266,546.254,547.7601107733253
3162287,48481,STARLINK-2706,2022-07-14 08:31:00.588288,15.06397838,0.0001444,53.055,71.9649,65.6967,294.4173,-0.0002271,-3.662e-05,0,1 48481U 21040BF  22195.35486792 -.00003662  00000-0 -22710-3 0  9999,2 48481  53.0550  71.9649 0001444  65.6967 294.4173 15.06397838 65228,6925.355,95.592,548.22,546.22,547.6885843326186
3158693,48481,STARLINK-2706,2022-07-13 19:46:41.789856,15.06398743,0.0001633,53.0549,74.3474,35.0121,325.0975,-0.00033921,-5.33e-05,0,1 48481U 21040BF  22194.82409479 -.00005330  00000-0 -33921-3 0  9997,2 48481  53.0549  74.3474 0001633  35.0121 325.0975 15.06398743 66422,6925.352,95.592,548.348,546.087,547.1729519767912
3158694,48481,STARLINK-2706,2022-07-13 19:46:41.789856,15.06398743,0.0001633,53.0549,74.3474,35.0121,325.0975,-0.00033921,-5.33e-05,0,1 48481U 21040BF  22194.82409479 -.00005330  00000-0 -33921-3 0  9997,2 48481  53.0549  74.3474 0001633  35.0121 325.0975 15.06398743 65140,6925.352,95.592,548.348,546.087,547.1729519767912
3152784,48481,STARLINK-2706,2022-07-13 00:40:13.580544,15.06429173,0.0001738,53.0551,77.9212,69.1237,290.9938,0.00063759,9.235e-05,0,1 48481U 21040BF  22194.02793496  .00009235  00000-0  63759-3 0  9992,2 48481  53.0551  77.9212 0001738  69.1237 290.9938 15.06429173 65022,6925.259,95.59,548.328,545.921,547.5748889110487
3151050,48481,STARLINK-2706,2022-07-12 19:53:36.789792,15.06418718,0.0001767,53.0548,78.815,68.6365,291.4812,0.00051256,7.365e-05,0,1 48481U 21040BF  22193.82889803  .00007365  00000-0  51256-3 0  9998,2 48481  53.0548  78.8150 0001767  68.6365 291.4812 15.06418718 64992,6925.291,95.591,548.38,545.932,547.5916510124864
3151049,48481,STARLINK-2706,2022-07-12 19:53:36.789792,15.06418718,0.0001767,53.0548,78.815,68.6365,291.4812,0.00051256,7.365e-05,0,1 48481U 21040BF  22193.82889803  .00007365  00000-0  51256-3 0  9998,2 48481  53.0548  78.8150 0001767  68.6365 291.4812 15.06418718 66275,6925.291,95.591,548.38,545.932,547.5916510124864
3146038,48481,STARLINK-2706,2022-07-11 23:11:36.631680,15.06381692,0.0001756,53.0553,82.6869,59.3053,300.8108,0.00052785,7.586e-05,0,1 48481U 21040BF  22192.96639620  .00007586  00000-0  52785-3 0  9995,2 48481  53.0553  82.6869 0001756  59.3053 300.8108 15.06381692 64866,6925.405,95.593,548.486,546.054,547.529066308877
3146037,48481,STARLINK-2706,2022-07-11 23:11:36.631680,15.06381692,0.0001756,53.0553,82.6869,59.3053,300.8108,0.00052785,7.586e-05,0,1 48481U 21040BF  22192.96639620  .00007586  00000-0  52785-3 0  9995,2 48481  53.0553  82.6869 0001756  59.3053 300.8108 15.06381692 66149,6925.405,95.593,548.486,546.054,547.529066308877
3145257,48481,STARLINK-2706,2022-07-11 21:36:03.896640,15.06391776,0.0001702,53.0553,82.9846,68.8255,291.2916,0.00029376,4.096e-05,0,1 48481U 21040BF  22192.90004510  .00004096  00000-0  29376-3 0  9996,2 48481  53.0553  82.9846 0001702  68.8255 291.2916 15.06391776 64857,6925.374,95.593,548.417,546.06,547.6951527886948
3141649,48481,STARLINK-2706,2022-07-11 10:27:17.379648,15.06396088,0.0001992,53.0553,85.0697,67.9892,292.1308,1.4415e-06,-2.6e-06,0,1 48481U 21040BF  22192.43561782 -.00000260  00000-0  14415-5 0  9993,2 48481  53.0553  85.0697 0001992  67.9892 292.1308 15.06396088 64781,6925.361,95.592,548.605,545.846,547.5863681963866
3137469,48481,STARLINK-2706,2022-07-10 16:56:21.586560,15.06390289,0.0001899,53.0554,88.3465,65.7777,294.341,-0.00012901,-2.202e-05,0,1 48481U 21040BF  22191.70580540 -.00002202  00000-0 -12901-3 0  9990,2 48481  53.0554  88.3465 0001899  65.7777 294.3410 15.06390289 64678,6925.378,95.593,548.558,545.928,547.5833650646382
3137468,48481,STARLINK-2706,2022-07-10 16:56:21.586560,15.06390289,0.0001899,53.0554,88.3465,65.7777,294.341,-0.00012901,-2.202e-05,0,1 48481U 21040BF  22191.70580540 -.00002202  00000-0 -12901-3 0  9990,2 48481  53.0554  88.3465 0001899  65.7777 294.3410 15.06390289 65950,6925.378,95.593,548.558,545.928,547.5833650646382
3135749,48481,STARLINK-2706,2022-07-10 12:09:45.366048,15.06380243,0.0001852,53.0555,89.2402,58.4261,301.6908,-0.00032823,-5.165e-05,0,1 48481U 21040BF  22191.50677507 -.00005165  00000-0 -32823-3 0  9994,2 48481  53.0555  89.2402 0001852  58.4261 301.6908 15.06380243 64646,6925.409,95.593,548.557,545.992,547.4806171265315
3135748,48481,STARLINK-2706,2022-07-10 12:09:45.366048,15.06380243,0.0001852,53.0555,89.2402,58.4261,301.6908,-0.00032823,-5.165e-05,0,1 48481U 21040BF  22191.50677507 -.00005165  00000-0 -32823-3 0  9994,2 48481  53.0555  89.2402 0001852  58.4261 301.6908 15.06380243 65928,6925.409,95.593,548.557,545.992,547.4806171265315
3132921,48481,STARLINK-2706,2022-07-10 01:00:59.663808,15.06358998,0.0001953,53.0561,91.3247,59.0733,301.0447,-0.00039072,-6.09e-05,0,1 48481U 21040BF  22191.04235722 -.00006090  00000-0 -39072-3 0  9993,2 48481  53.0561  91.3247 0001953  59.0733 301.0447 15.06358998 65855,6925.474,95.595,548.692,545.987,547.5244431510423
3131259,48481,STARLINK-2706,2022-07-09 17:03:14.925888,15.06392704,0.0001937,53.0549,92.813,70.9244,289.1954,-0.00012732,-2.177e-05,0,1 48481U 21040BF  22190.71058942 -.00002177  00000-0 -12732-3 0  9999,2 48481  53.0549  92.8130 0001937  70.9244 289.1954 15.06392704 64524,6925.371,95.593,548.577,545.894,547.6796803160069
3131258,48481,STARLINK-2706,2022-07-09 17:03:14.925888,15.06392704,0.0001937,53.0549,92.813,70.9244,289.1954,-0.00012732,-2.177e-05,0,1 48481U 21040BF  22190.71058942 -.00002177  00000-0 -12732-3 0  9999,2 48481  53.0549  92.8130 0001937  70.9244 289.1954 15.06392704 65806,6925.371,95.593,548.577,545.894,547.6796803160069
3127946,48481,STARLINK-2706,2022-07-09 10:41:03.984000,15.06410408,0.0002059,53.0555,94.0054,68.5563,291.5645,0.00011527,1.436e-05,0,1 48481U 21040BF  22190.44518500  .00001436  00000-0  11527-3 0  9996,2 48481  53.0555  94.0054 0002059  68.5563 291.5645 15.06410408 64484,6925.317,95.591,548.608,545.756,547.5429990934629
3123943,48481,STARLINK-2706,2022-07-08 18:45:40.681440,15.06410145,0.0002008,53.0554,96.9833,70.8143,289.3063,0.00018038,2.407e-05,0,1 48481U 21040BF  22189.78172085  .00002407  00000-0  18038-3 0  9998,2 48481  53.0554  96.9833 0002008  70.8143 289.3063 15.06410145 64389,6925.317,95.591,548.573,545.792,547.6056822793608
3121791,48481,STARLINK-2706,2022-07-08 12:23:30.861024,15.0642052,0.0002088,53.0555,98.1746,67.9973,292.1238,0.00019552,2.633e-05,0,1 48481U 21040BF  22189.51632941  .00002633  00000-0  19552-3 0  9994,2 48481  53.0555  98.1746 0002088  67.9973 292.1238 15.06420520 64343,6925.286,95.591,548.597,545.705,547.4905532328161
3121085,48481,STARLINK-2706,2022-07-08 10:47:58.561440,15.06420547,0.0002109,53.056,98.4724,67.6018,292.5195,0.00019079,2.563e-05,0,1 48481U 21040BF  22189.44998335  .00002563  00000-0  19079-3 0  9994,2 48481  53.0560  98.4724 0002109  67.6018 292.5195 15.06420547 65615,6925.286,95.591,548.611,545.69,547.4733127701855
3118954,48481,STARLINK-2706,2022-07-08 02:50:17.822112,15.06408781,0.0002128,53.056,99.9615,67.2141,292.9072,0.00011837,1.482e-05,0,1 48481U 21040BF  22189.11826183  .00001482  00000-0  11837-3 0  9992,2 48481  53.0560  99.9615 0002128  67.2141 292.9072 15.06408781 65562,6925.322,95.592,548.66,545.713,547.4972513909327
3116542,48481,STARLINK-2706,2022-07-07 18:52:36.814080,15.06399204,0.0002083,53.056,101.4508,66.5259,293.5949,3.619e-05,2.57e-06,0,1 48481U 21040BF  22188.78653720  .00000257  00000-0  36190-4 0  9998,2 48481  53.0560 101.4508 0002083  66.5259 293.5949 15.06399204 65518,6925.351,95.592,548.659,545.773,547.5226999957623
3112862,48481,STARLINK-2706,2022-07-07 04:32:45.883680,15.06387981,0.0002101,53.0559,104.1311,65.0788,295.0419,5.2685e-05,5.03e-06,0,1 48481U 21040BF  22188.18941995  .00000503  00000-0  52685-4 0  9997,2 48481  53.0559 104.1311 0002101  65.0788 295.0419 15.06387981 64146,6925.385,95.593,548.705,545.795,547.5191627995524
3112861,48481,STARLINK-2706,2022-07-07 04:32:45.883680,15.06387981,0.0002101,53.0559,104.1311,65.0788,295.0419,5.2685e-05,5.03e-06,0,1 48481U 21040BF  22188.18941995  .00000503  00000-0  52685-4 0  9997,2 48481  53.0559 104.1311 0002101  65.0788 295.0419 15.06387981 65428,6925.385,95.593,548.705,545.795,547.5191627995524
3110848,48481,STARLINK-2706,2022-07-06 18:59:31.113312,15.06392673,0.0002121,53.0556,105.918,63.9499,296.1708,0.00010377,1.264e-05,0,1 48481U 21040BF  22187.79133233  .00001264  00000-0  10377-3 0  9997,2 48481  53.0556 105.9180 0002121  63.9499 296.1708 15.06392673 65366,6925.371,95.593,548.705,545.767,547.4666218071426
3106280,48481,STARLINK-2706,2022-07-06 04:39:38.576736,15.0643892,0.0002064,53.0548,108.5992,63.8738,296.2463,-0.00058305,-8.965e-05,0,1 48481U 21040BF  22187.19419649 -.00008965  00000-0 -58305-3 0  9999,2 48481  53.0548 108.5992 0002064  63.8738 296.2463 15.06438920 63990,6925.229,95.59,548.524,545.665,547.3442235920983
3106279,48481,STARLINK-2706,2022-07-06 04:39:38.576736,15.0643892,0.0002064,53.0548,108.5992,63.8738,296.2463,-0.00058305,-8.965e-05,0,1 48481U 21040BF  22187.19419649 -.00008965  00000-0 -58305-3 0  9999,2 48481  53.0548 108.5992 0002064  63.8738 296.2463 15.06438920 65273,6925.229,95.59,548.524,545.665,547.3442235920983
3104143,48481,STARLINK-2706,2022-07-05 19:06:25.374528,15.06395217,0.0002156,53.056,110.3854,64.6486,295.4726,-2.7534e-05,-6.92e-06,0,1 48481U 21040BF  22186.79612702 -.00000692  00000-0 -27534-4 0  9999,2 48481  53.0560 110.3854 0002156  64.6486 295.4726 15.06395217 63931,6925.363,95.592,548.721,545.735,547.4666699903398
3104142,48481,STARLINK-2706,2022-07-05 19:06:25.374528,15.06395217,0.0002156,53.056,110.3854,64.6486,295.4726,-2.7534e-05,-6.92e-06,0,1 48481U 21040BF  22186.79612702 -.00000692  00000-0 -27534-4 0  9999,2 48481  53.0560 110.3854 0002156  64.6486 295.4726 15.06395217 65214,6925.363,95.592,548.721,545.735,547.4666699903398
3100119,48481,STARLINK-2706,2022-07-05 04:46:34.952160,15.06379605,0.0002181,53.0553,113.0658,64.8036,295.3179,-0.00012336,-2.118e-05,0,1 48481U 21040BF  22186.19901565 -.00002118  00000-0 -12336-3 0  9999,2 48481  53.0553 113.0658 0002181  64.8036 295.3179 15.06379605 63840,6925.411,95.593,548.786,545.766,547.5153444742439
3097490,48481,STARLINK-2706,2022-07-04 19:13:20.498880,15.06382717,0.0002195,53.0557,114.8541,63.9814,296.1401,-0.00019395,-3.168e-05,0,1 48481U 21040BF  22185.80093170 -.00003168  00000-0 -19395-3 0  9998,2 48481  53.0557 114.8541 0002195  63.9814 296.1401 15.06382717 63781,6925.402,95.593,548.787,545.746,547.4783950075847
3097489,48481,STARLINK-2706,2022-07-04 19:13:20.498880,15.06382717,0.0002195,53.0557,114.8541,63.9814,296.1401,-0.00019395,-3.168e-05,0,1 48481U 21040BF  22185.80093170 -.00003168  00000-0 -19395-3 0  9998,2 48481  53.0557 114.8541 0002195  63.9814 296.1401 15.06382717 65064,6925.402,95.593,548.787,545.746,547.4783950075847
3093262,48481,STARLINK-2706,2022-07-04 01:42:22.701312,15.06401374,0.0002298,53.0558,118.1295,64.1511,295.9715,1.3242e-05,-8.5e-07,0,1 48481U 21040BF  22185.07109608 -.00000085  00000-0  13242-4 0  9991,2 48481  53.0558 118.1295 0002298  64.1511 295.9715 15.06401374 63670,6925.344,95.592,548.801,545.618,547.3957279272997
3091115,48481,STARLINK-2706,2022-07-03 19:20:12.904224,15.06406833,0.0002289,53.0557,119.321,64.0261,296.0963,6.4329e-05,6.77e-06,0,1 48481U 21040BF  22184.80570491  .00000677  00000-0  64329-4 0  9991,2 48481  53.0557 119.3210 0002289  64.0261 296.0963 15.06406833 63638,6925.328,95.592,548.778,545.607,547.3802680921812
3089136,48481,STARLINK-2706,2022-07-03 12:58:03.816480,15.06402177,0.0002291,53.0557,120.5125,63.5704,296.552,5.7767e-05,5.79e-06,0,1 48481U 21040BF  22184.54032195  .00000579  00000-0  57767-4 0  9995,2 48481  53.0557 120.5125 0002291  63.5704 296.5520 15.06402177 63592,6925.342,95.592,548.793,545.62,547.3818881819185
3083427,48481,STARLINK-2706,2022-07-02 13:04:58.164096,15.06402683,0.0002241,53.0553,124.9799,61.2296,298.8918,0.00014805,1.924e-05,0,1 48481U 21040BF  22183.54511764  .00001924  00000-0  14805-3 0  9998,2 48481  53.0553 124.9799 0002241  61.2296 298.8918 15.06402683 63441,6925.34,95.592,548.757,545.653,547.3343413689739
3080392,48481,STARLINK-2706,2022-07-01 21:09:35.109504,15.06393447,0.0002183,53.0551,127.9582,59.3213,300.799,9.1249e-05,1.077e-05,0,1 48481U 21040BF  22182.88165636  .00001077  00000-0  91249-4 0  9994,2 48481  53.0551 127.9582 0002183  59.3213 300.7990 15.06393447 63343,6925.369,95.593,548.745,545.722,547.3379221114964
3077911,48481,STARLINK-2706,2022-07-01 13:11:53.274624,15.06394215,0.0002189,53.0552,129.4475,59.137,300.9834,5.0729e-05,4.74e-06,0,1 48481U 21040BF  22182.54992216  .00000474  00000-0  50729-4 0  9997,2 48481  53.0552 129.4475 0002189  59.1370 300.9834 15.06394215 63297,6925.366,95.593,548.747,545.715,547.3305751265427
3075751,48481,STARLINK-2706,2022-07-01 03:38:39.753600,15.06394449,0.000218,53.0553,131.2347,59.1631,300.9572,1.2256e-05,-9.9e-07,0,1 48481U 21040BF  22182.15184115 -.00000099  00000-0  12256-4 0  9992,2 48481  53.0553 131.2347 0002180  59.1631 300.9572 15.06394449 64512,6925.366,95.592,548.74,545.721,547.3320783510922
3074486,48481,STARLINK-2706,2022-06-30 21:16:29.694720,15.06392235,0.0002183,53.0549,132.4258,58.9216,301.1987,-9.6606e-06,-4.26e-06,0,1 48481U 21040BF  22181.88645480 -.00000426  00000-0 -96606-5 0  9995,2 48481  53.0549 132.4258 0002183  58.9216 301.1987 15.06392235 63197,6925.372,95.593,548.749,545.726,547.337233030249
3070522,48481,STARLINK-2706,2022-06-30 05:21:06.353280,15.06387391,0.000216,53.055,135.4041,57.3785,302.7412,-2.2736e-05,-6.2e-06,0,1 48481U 21040BF  22181.22298652 -.00000620  00000-0 -22736-4 0  9996,2 48481  53.0550 135.4041 0002160  57.3785 302.7412 15.06387391 63097,6925.387,95.593,548.748,545.756,547.3209015819167
3070240,48481,STARLINK-2706,2022-06-30 03:45:33.637248,15.06386704,0.0002181,53.0549,135.702,59.1973,300.923,-6.5398e-06,-3.79e-06,0,1 48481U 21040BF  22181.15663932 -.00000379  00000-0 -65398-5 0  9998,2 48481  53.0549 135.7020 0002181  59.1973 300.9230 15.06386704 64363,6925.389,95.593,548.765,545.744,547.3606721444546
3065221,48481,STARLINK-2706,2022-06-29 07:03:31.850496,15.06400824,0.0002164,53.0544,139.5732,61.1354,298.9852,1.0077e-05,-1.32e-06,0,1 48481U 21040BF  22180.29411864 -.00000132  00000-0  10077-4 0  9996,2 48481  53.0544 139.5732 0002164  61.1354 298.9852 15.06400824 62956,6925.346,95.592,548.71,545.712,547.3690348580419
3063606,48481,STARLINK-2706,2022-06-28 21:30:17.791200,15.06399187,0.0002156,53.0543,141.3603,59.9814,300.1389,1.7882e-05,-1.5e-07,0,1 48481U 21040BF  22179.89603925 -.00000015  00000-0  17882-4 0  9992,2 48481  53.0543 141.3603 0002156  59.9814 300.1389 15.06399187 62893,6925.351,95.592,548.709,545.723,547.3500724340146
3062194,48481,STARLINK-2706,2022-06-28 15:08:08.597184,15.06395046,0.0002202,53.0542,142.5525,58.5133,301.6071,1.3844e-05,-7.6e-07,0,1 48481U 21040BF  22179.63065506 -.00000076  00000-0  13844-4 0  9992,2 48481  53.0542 142.5525 0002202  58.5133 301.6071 15.06395046 64132,6925.364,95.592,548.754,545.704,547.311677555859
3059095,48481,STARLINK-2706,2022-06-28 07:10:26.970528,15.0639137,0.0002176,53.0542,144.0416,58.1177,302.0024,-2.9095e-06,-3.25e-06,0,1 48481U 21040BF  22179.29892327 -.00000325  00000-0 -29095-5 0  9997,2 48481  53.0542 144.0416 0002176  58.1177 302.0024 15.06391370 62803,6925.375,95.593,548.747,545.733,547.326493770027
3058536,48481,STARLINK-2706,2022-06-28 03:59:22.297056,15.0638916,0.0002127,53.0545,144.6372,57.8991,302.2204,3.0123e-06,-2.37e-06,0,1 48481U 21040BF  22179.16623029 -.00000237  00000-0  30123-5 0  9999,2 48481  53.0545 144.6372 0002127  57.8991 302.2204 15.06389160 64065,6925.382,95.593,548.72,545.774,547.3411513785067
3055513,48481,STARLINK-2706,2022-06-27 16:50:34.694880,15.06400007,0.0002096,53.0545,146.7221,56.5047,303.6142,0.00014755,1.917e-05,0,1 48481U 21040BF  22178.70179045  .00001917  00000-0  14755-3 0  9998,2 48481  53.0545 146.7221 0002096  56.5047 303.6142 15.06400007 62714,6925.349,95.592,548.665,545.762,547.2928323891708
3055512,48481,STARLINK-2706,2022-06-27 16:50:34.694880,15.06400007,0.0002096,53.0545,146.7221,56.5047,303.6142,0.00014755,1.917e-05,0,1 48481U 21040BF  22178.70179045  .00001917  00000-0  14755-3 0  9998,2 48481  53.0545 146.7221 0002096  56.5047 303.6142 15.06400007 63995,6925.349,95.592,548.665,545.762,547.2928323891708
3052031,48481,STARLINK-2706,2022-06-27 05:41:48.354144,15.06401648,0.0001997,53.0549,148.8073,53.3346,306.7827,5.6691e-05,5.63e-06,0,1 48481U 21040BF  22178.23736521  .00000563  00000-0  56691-4 0  9996,2 48481  53.0549 148.8073 0001997  53.3346 306.7827 15.06401648 62640,6925.344,95.592,548.591,545.826,547.2605436326586
3048087,48481,STARLINK-2706,2022-06-26 15:21:57.472128,15.06398002,0.0002056,53.0548,151.4878,53.7531,306.3648,1.5838e-05,-4.6e-07,0,1 48481U 21040BF  22177.64024852 -.00000046  00000-0  15838-4 0  9992,2 48481  53.0548 151.4878 0002056  53.7531 306.3648 15.06398002 62555,6925.355,95.592,548.644,545.796,547.2565343381174
3048086,48481,STARLINK-2706,2022-06-26 15:21:57.472128,15.06398002,0.0002056,53.0548,151.4878,53.7531,306.3648,1.5838e-05,-4.6e-07,0,1 48481U 21040BF  22177.64024852 -.00000046  00000-0  15838-4 0  9992,2 48481  53.0548 151.4878 0002056  53.7531 306.3648 15.06398002 63837,6925.355,95.592,548.644,545.796,547.2565343381174
3045253,48481,STARLINK-2706,2022-06-26 08:59:48.179616,15.06395924,0.0002095,53.0547,152.6785,53.4915,306.6266,2.9265e-06,-2.38e-06,0,1 48481U 21040BF  22177.37486319 -.00000238  00000-0  29265-5 0  9995,2 48481  53.0547 152.6785 0002095  53.4915 306.6266 15.06395924 62515,6925.361,95.592,548.677,545.775,547.2392800572441
3041570,48481,STARLINK-2706,2022-06-25 18:39:57.115296,15.06391057,0.0002048,53.0547,155.3593,52.851,307.2666,-3.7224e-05,-8.36e-06,0,1 48481U 21040BF  22176.77774439 -.00000836  00000-0 -37224-4 0  9999,2 48481  53.0547 155.3593 0002048  52.8510 307.2666 15.06391057 63700,6925.376,95.593,548.659,545.823,547.2604208387812
3041571,48481,STARLINK-2706,2022-06-25 18:39:57.115296,15.06391057,0.0002048,53.0547,155.3593,52.851,307.2666,-3.7224e-05,-8.36e-06,0,1 48481U 21040BF  22176.77774439 -.00000836  00000-0 -37224-4 0  9999,2 48481  53.0547 155.3593 0002048  52.8510 307.2666 15.06391057 62428,6925.376,95.593,548.659,545.823,547.2604208387812
3037843,48481,STARLINK-2706,2022-06-25 09:06:42.226560,15.06395997,0.0001972,53.0546,157.1476,55.7617,304.3559,5.1536e-05,4.86e-06,0,1 48481U 21040BF  22176.37965540  .00000486  00000-0  51536-4 0  9991,2 48481  53.0546 157.1476 0001972  55.7617 304.3559 15.06395997 63643,6925.361,95.592,548.592,545.86,547.3342627119628
3037844,48481,STARLINK-2706,2022-06-25 09:06:42.226560,15.06395997,0.0001972,53.0546,157.1476,55.7617,304.3559,5.1536e-05,4.86e-06,0,1 48481U 21040BF  22176.37965540  .00000486  00000-0  51536-4 0  9991,2 48481  53.0546 157.1476 0001972  55.7617 304.3559 15.06395997 62361,6925.361,95.592,548.592,545.86,547.3342627119628
3036888,48481,STARLINK-2706,2022-06-25 04:20:04.740288,15.06401893,0.0002097,53.0546,158.0398,53.1105,307.0075,8.3473e-05,9.62e-06,0,1 48481U 21040BF  22176.18061042  .00000962  00000-0  83473-4 0  9998,2 48481  53.0546 158.0398 0002097  53.1105 307.0075 15.06401893 63612,6925.343,95.592,548.66,545.756,547.2168185426624
3033688,48481,STARLINK-2706,2022-06-24 15:35:46.861440,15.0640462,0.0002088,53.0544,160.4231,54.4039,305.7144,-2.6122e-05,-6.71e-06,0,1 48481U 21040BF  22175.64983896 -.00000671  00000-0 -26122-4 0  9995,2 48481  53.0544 160.4231 0002088  54.4039 305.7144 15.06404620 62255,6925.334,95.592,548.645,545.753,547.2333469870151
